Percent of connections that are bidirected: 0.3944938440492476
rule_id, collapses, edges_approx, total_cost, rule_details
45, 3, 0, 229501, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1154)  ('type_1'  'type_1')  ('type_1'  80)  (567  80)  (698  80)  (1154  80)]
35, 8, 0, 229336, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  874)  ('type_1'  'type_1')  ('type_1'  874)  (874  669)  (874  951)  (874  1197)]
3, 4, 0, 229321, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  393)  ('type_1'  'type_1')  ('type_1'  154)  (390  154)  (393  154)]
5, 9, 0, 229236, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  154)  ('type_1'  'type_1')  ('type_1'  154)  (390  154)  (607  154)]
1, 29, 0, 229238, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  193)  ('type_1'  'type_1')  ('type_1'  154)  (193  154)]
14, 34, 0, 229235, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  154)  ('type_1'  'type_1')  ('type_1'  154)  (154  167)]
0, 61, 31, 229267, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1072)  ('type_1'  'type_1')  ('type_1'  1072)  (1117  1072)]
14, 4, 0, 229274, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  154)  ('type_1'  'type_1')  ('type_1'  154)  (154  167)]
1, 3, 0, 229282, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  193)  ('type_1'  'type_1')  ('type_1'  154)  (193  154)]
12, 6, 0, 229235, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  165)  ('type_1'  'type_1')  ('type_1'  165)  (154  165)  (165  154)]
69, 4, 0, 229214, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  23)  ('type_1'  'type_1')  ('type_1'  42)  ('type_1'  23)  (23  42)]
14, 2, 0, 229223, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  154)  ('type_1'  'type_1')  ('type_1'  154)  (154  167)]
1, 2, 2, 229236, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  193)  ('type_1'  'type_1')  ('type_1'  154)  (193  154)]
0, 5, 5, 229252, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1072)  ('type_1'  'type_1')  ('type_1'  1072)  (1117  1072)]
1, 10, 10, 229273, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  193)  ('type_1'  'type_1')  ('type_1'  154)  (193  154)]
14, 19, 19, 229303, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  154)  ('type_1'  'type_1')  ('type_1'  154)  (154  167)]
0, 3, 3, 229317, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1072)  ('type_1'  'type_1')  ('type_1'  1072)  (1117  1072)]
12, 6, 6, 229262, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  165)  ('type_1'  'type_1')  ('type_1'  165)  (154  165)  (165  154)]
224, 2, 0, 229291, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  591)  ('type_1'  'type_1')  (590  591)]
0, 1, 0, 229301, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1072)  ('type_1'  'type_1')  ('type_1'  1072)  (1117  1072)]
1, 4, 4, 229316, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  193)  ('type_1'  'type_1')  ('type_1'  154)  (193  154)]
210, 2, 0, 229345, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1158)  ('type_1'  'type_1')  (1158  1159)]
81, 2, 0, 229350, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1052)  ('type_1'  'type_1')  (1051  1052)  (1052  1051)]
67, 2, 0, 229175, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  267)  ('type_0'  23)  ('type_1'  'type_1')  ('type_1'  23)  (267  23)]
14, 10, 10, 229196, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  154)  ('type_1'  'type_1')  ('type_1'  154)  (154  167)]
0, 7, 7, 229214, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1072)  ('type_1'  'type_1')  ('type_1'  1072)  (1117  1072)]
12, 5, 5, 229170, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  165)  ('type_1'  'type_1')  ('type_1'  165)  (154  165)  (165  154)]
1, 6, 6, 229187, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  193)  ('type_1'  'type_1')  ('type_1'  154)  (193  154)]
69, 2, 2, 229164, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  23)  ('type_1'  'type_1')  ('type_1'  42)  ('type_1'  23)  (23  42)]
12, 3, 3, 229142, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  165)  ('type_1'  'type_1')  ('type_1'  165)  (154  165)  (165  154)]
67, 3, 3, 229000, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  267)  ('type_0'  23)  ('type_1'  'type_1')  ('type_1'  23)  (267  23)]
68, 2, 1, 228479, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  32)  ('type_0'  23)  ('type_1'  'type_1')  ('type_1'  32)  (23  32)  (32  23)]
0, 3, 4, 228495, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1072)  ('type_1'  'type_1')  ('type_1'  1072)  (1117  1072)]
12, 2, 2, 228484, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  165)  ('type_1'  'type_1')  ('type_1'  165)  (154  165)  (165  154)]
227, 1, 0, 228454, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  576)  ('type_0'  575)  ('type_1'  'type_1')  (576  575)]
341, 1, 0, 228472, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  (682  902)  (902  682)]
172, 1, 0, 228502, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  (426  427)]
1, 1, 2, 228516, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  193)  ('type_1'  'type_1')  ('type_1'  154)  (193  154)]
0, 6, 12, 228545, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1072)  ('type_1'  'type_1')  ('type_1'  1072)  (1117  1072)]
14, 4, 8, 228568, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  154)  ('type_1'  'type_1')  ('type_1'  154)  (154  167)]
12, 2, 4, 228561, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  165)  ('type_1'  'type_1')  ('type_1'  165)  (154  165)  (165  154)]
0, 11, 22, 228605, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1072)  ('type_1'  'type_1')  ('type_1'  1072)  (1117  1072)]
1, 1, 2, 228619, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  193)  ('type_1'  'type_1')  ('type_1'  154)  (193  154)]
14, 1, 2, 228633, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  154)  ('type_1'  'type_1')  ('type_1'  154)  (154  167)]
0, 13, 26, 228683, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1072)  ('type_1'  'type_1')  ('type_1'  1072)  (1117  1072)]
14, 3, 6, 228703, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  154)  ('type_1'  'type_1')  ('type_1'  154)  (154  167)]
12, 3, 5, 228685, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  165)  ('type_1'  'type_1')  ('type_1'  165)  (154  165)  (165  154)]
1, 1, 2, 228699, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  193)  ('type_1'  'type_1')  ('type_1'  154)  (193  154)]
0, 2, 4, 228716, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1072)  ('type_1'  'type_1')  ('type_1'  1072)  (1117  1072)]
14, 3, 6, 228736, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  154)  ('type_1'  'type_1')  ('type_1'  154)  (154  167)]
221, 1, 1, 228696, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1123)  ('type_0'  1125)  ('type_1'  'type_1')  (1123  1125)  (1125  1123)]
0, 1, 2, 228710, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1072)  ('type_1'  'type_1')  ('type_1'  1072)  (1117  1072)]
1, 4, 8, 228733, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  193)  ('type_1'  'type_1')  ('type_1'  154)  (193  154)]
14, 4, 8, 228756, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  154)  ('type_1'  'type_1')  ('type_1'  154)  (154  167)]
0, 3, 6, 228776, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1072)  ('type_1'  'type_1')  ('type_1'  1072)  (1117  1072)]
12, 6, 11, 228731, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  165)  ('type_1'  'type_1')  ('type_1'  165)  (154  165)  (165  154)]
1, 4, 8, 228754, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  193)  ('type_1'  'type_1')  ('type_1'  154)  (193  154)]
14, 1, 2, 228768, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  154)  ('type_1'  'type_1')  ('type_1'  154)  (154  167)]
1, 3, 6, 228788, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  193)  ('type_1'  'type_1')  ('type_1'  154)  (193  154)]
0, 3, 8, 228812, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1072)  ('type_1'  'type_1')  ('type_1'  1072)  (1117  1072)]
1, 2, 6, 228833, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  193)  ('type_1'  'type_1')  ('type_1'  154)  (193  154)]
0, 4, 12, 228864, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1072)  ('type_1'  'type_1')  ('type_1'  1072)  (1117  1072)]
12, 1, 2, 228866, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  165)  ('type_1'  'type_1')  ('type_1'  165)  (154  165)  (165  154)]
0, 10, 30, 228927, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1072)  ('type_1'  'type_1')  ('type_1'  1072)  (1117  1072)]
1, 4, 11, 228956, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  193)  ('type_1'  'type_1')  ('type_1'  154)  (193  154)]
0, 5, 15, 228992, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1072)  ('type_1'  'type_1')  ('type_1'  1072)  (1117  1072)]
1, 1, 3, 229008, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  193)  ('type_1'  'type_1')  ('type_1'  154)  (193  154)]
14, 1, 3, 229024, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  154)  ('type_1'  'type_1')  ('type_1'  154)  (154  167)]
12, 3, 9, 229014, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  165)  ('type_1'  'type_1')  ('type_1'  165)  (154  165)  (165  154)]
1, 7, 21, 229060, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  193)  ('type_1'  'type_1')  ('type_1'  154)  (193  154)]
12, 2, 6, 229057, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  165)  ('type_1'  'type_1')  ('type_1'  165)  (154  165)  (165  154)]
14, 3, 9, 229083, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  154)  ('type_1'  'type_1')  ('type_1'  154)  (154  167)]
12, 2, 6, 229080, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  165)  ('type_1'  'type_1')  ('type_1'  165)  (154  165)  (165  154)]
0, 11, 42, 229164, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1072)  ('type_1'  'type_1')  ('type_1'  1072)  (1117  1072)]
14, 1, 4, 229182, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  154)  ('type_1'  'type_1')  ('type_1'  154)  (154  167)]
221, 1, 1, 229146, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1123)  ('type_0'  1125)  ('type_1'  'type_1')  (1123  1125)  (1125  1123)]
0, 1, 2, 229160, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1072)  ('type_1'  'type_1')  ('type_1'  1072)  (1117  1072)]
14, 1, 4, 229178, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  154)  ('type_1'  'type_1')  ('type_1'  154)  (154  167)]
0, 4, 16, 229217, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1072)  ('type_1'  'type_1')  ('type_1'  1072)  (1117  1072)]
12, 1, 3, 229221, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  165)  ('type_1'  'type_1')  ('type_1'  165)  (154  165)  (165  154)]
14, 2, 8, 229246, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  154)  ('type_1'  'type_1')  ('type_1'  154)  (154  167)]
1, 1, 3, 229262, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  193)  ('type_1'  'type_1')  ('type_1'  154)  (193  154)]
0, 8, 31, 229327, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1072)  ('type_1'  'type_1')  ('type_1'  1072)  (1117  1072)]
14, 2, 8, 229352, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  154)  ('type_1'  'type_1')  ('type_1'  154)  (154  167)]
0, 2, 8, 229377, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1072)  ('type_1'  'type_1')  ('type_1'  1072)  (1117  1072)]
1, 3, 12, 229409, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  193)  ('type_1'  'type_1')  ('type_1'  154)  (193  154)]
