Percent of connections that are bidirected: 0.9583598219961856
rule_id, collapses, edges_approx, total_cost, rule_details
49, 36, 0, 71804, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  68)  ('type_1'  'type_1')  ('type_1'  68)  (68  410)  (68  411)  (68  779)  (68  921)  (68  1689)  (410  68)  (411  68)  (779  68)  (921  68)  (1689  68)]
15, 20, 0, 70112, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  362)  ('type_1'  'type_1')  ('type_1'  362)  (362  758)  (362  901)  (362  1577)  (362  1639)  (758  362)  (901  362)  (1577  362)  (1639  362)]
9, 12, 0, 69268, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  362)  ('type_1'  'type_1')  ('type_1'  362)  (362  669)  (362  866)  (362  901)  (669  362)  (669  744)  (901  362)  (744  669)]
14, 25, 0, 67744, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  362)  ('type_1'  'type_1')  ('type_1'  362)  (362  712)  (362  901)  (362  1639)  (712  362)  (901  362)  (1639  362)]
39, 12, 0, 67327, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  133)  ('type_1'  'type_1')  ('type_1'  133)  (95  133)  (133  95)  (133  840)  (133  923)]
13, 49, 0, 65506, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  362)  ('type_1'  'type_1')  ('type_1'  362)  (362  901)  (362  1639)  (901  362)  (1639  362)]
20, 32, 0, 64331, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  408)  ('type_1'  'type_1')  ('type_1'  408)  (362  408)  (362  901)  (408  362)  (901  362)]
1, 12, 0, 64060, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  362)  ('type_1'  'type_1')  ('type_1'  362)  (362  866)  (362  901)  (901  362)]
12, 151, 17, 62162, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  362)  ('type_1'  'type_1')  ('type_1'  362)  (362  901)  (901  362)]
0, 53, 0, 62140, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  362)  ('type_1'  'type_1')  ('type_1'  362)  (362  866)]
21, 38, 0, 61677, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  (430  431)  (431  430)]
44, 4, 0, 61614, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  159)  ('type_1'  'type_1')  ('type_1'  159)  (159  1276)  (1276  214)  (214  1276)]
142, 2, 0, 61603, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1040)  ('type_1'  'type_1')  ('type_1'  1040)  (800  1229)  (1229  800)  (1229  1040)]
118, 2, 0, 61496, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  499)  ('type_0'  715)  ('type_1'  'type_1')  ('type_1'  499)  ('type_1'  715)  (498  499)  (498  715)  (499  498)  (715  498)]
20, 1, 0, 61469, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  408)  ('type_1'  'type_1')  ('type_1'  408)  (362  408)  (362  901)  (408  362)  (901  362)]
12, 10, 7, 61364, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  362)  ('type_1'  'type_1')  ('type_1'  362)  (362  901)  (901  362)]
20, 7, 14, 61151, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  408)  ('type_1'  'type_1')  ('type_1'  408)  (362  408)  (362  901)  (408  362)  (901  362)]
12, 1, 0, 61149, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  362)  ('type_1'  'type_1')  ('type_1'  362)  (362  901)  (901  362)]
20, 3, 5, 61061, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  408)  ('type_1'  'type_1')  ('type_1'  408)  (362  408)  (362  901)  (408  362)  (901  362)]
12, 3, 6, 61045, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  362)  ('type_1'  'type_1')  ('type_1'  362)  (362  901)  (901  362)]
20, 1, 2, 61024, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  408)  ('type_1'  'type_1')  ('type_1'  408)  (362  408)  (362  901)  (408  362)  (901  362)]
12, 1, 2, 61026, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  362)  ('type_1'  'type_1')  ('type_1'  362)  (362  901)  (901  362)]
20, 1, 2, 61005, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  408)  ('type_1'  'type_1')  ('type_1'  408)  (362  408)  (362  901)  (408  362)  (901  362)]
12, 8, 16, 60944, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  362)  ('type_1'  'type_1')  ('type_1'  362)  (362  901)  (901  362)]
20, 1, 2, 60923, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  408)  ('type_1'  'type_1')  ('type_1'  408)  (362  408)  (362  901)  (408  362)  (901  362)]
12, 3, 6, 60907, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  362)  ('type_1'  'type_1')  ('type_1'  362)  (362  901)  (901  362)]
20, 1, 2, 60886, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  408)  ('type_1'  'type_1')  ('type_1'  408)  (362  408)  (362  901)  (408  362)  (901  362)]
12, 7, 14, 60834, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  362)  ('type_1'  'type_1')  ('type_1'  362)  (362  901)  (901  362)]
20, 2, 4, 60781, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  408)  ('type_1'  'type_1')  ('type_1'  408)  (362  408)  (362  901)  (408  362)  (901  362)]
12, 5, 10, 60747, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  362)  ('type_1'  'type_1')  ('type_1'  362)  (362  901)  (901  362)]
20, 2, 4, 60694, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  408)  ('type_1'  'type_1')  ('type_1'  408)  (362  408)  (362  901)  (408  362)  (901  362)]
12, 8, 16, 60633, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  362)  ('type_1'  'type_1')  ('type_1'  362)  (362  901)  (901  362)]
20, 2, 4, 60580, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  408)  ('type_1'  'type_1')  ('type_1'  408)  (362  408)  (362  901)  (408  362)  (901  362)]
292, 1, 0, 60607, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  637)  ('type_1'  'type_1')  ('type_1'  78)  (1383  78)  (637  1383)]
12, 12, 22, 60506, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  362)  ('type_1'  'type_1')  ('type_1'  362)  (362  901)  (901  362)]
20, 1, 2, 60485, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  408)  ('type_1'  'type_1')  ('type_1'  408)  (362  408)  (362  901)  (408  362)  (901  362)]
12, 11, 22, 60397, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  362)  ('type_1'  'type_1')  ('type_1'  362)  (362  901)  (901  362)]
20, 1, 2, 60376, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  408)  ('type_1'  'type_1')  ('type_1'  408)  (362  408)  (362  901)  (408  362)  (901  362)]
12, 32, 64, 60099, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  362)  ('type_1'  'type_1')  ('type_1'  362)  (362  901)  (901  362)]
20, 1, 2, 60078, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  408)  ('type_1'  'type_1')  ('type_1'  408)  (362  408)  (362  901)  (408  362)  (901  362)]
