Percent of connections that are bidirected: 0.9583598219961856
rule_id, collapses, edges_approx, total_cost, rule_details
24, 36, 0, 71804, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  527)  ('type_1'  'type_1')  ('type_1'  527)  (526  527)  (527  526)  (527  960)  (527  1211)  (527  1420)  (527  1699)  (960  527)  (1211  527)  (1420  527)  (1699  527)]
23, 20, 1, 70116, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  527)  ('type_1'  'type_1')  ('type_1'  527)  (526  527)  (527  526)  (527  960)  (527  1335)  (527  1699)  (960  527)  (1335  527)  (1699  527)]
15, 11, 0, 69348, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  10)  ('type_1'  'type_1')  ('type_1'  10)  (9  10)  (9  816)  (10  9)  (10  590)  (10  931)  (816  9)  (931  10)]
22, 25, 0, 67824, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  527)  ('type_1'  'type_1')  ('type_1'  527)  (526  527)  (527  526)  (527  960)  (527  1699)  (960  527)  (1699  527)]
57, 12, 0, 67407, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  222)  ('type_1'  'type_1')  ('type_1'  222)  (222  646)  (222  1030)  (222  1681)  (1030  222)]
5, 50, 0, 65548, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  916)  ('type_1'  'type_1')  ('type_1'  916)  (852  916)  (916  852)  (916  1432)  (1432  916)]
1, 33, 0, 64335, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  852)  ('type_1'  'type_1')  ('type_1'  852)  (852  916)  (916  852)  (916  1432)  (1432  916)]
33, 12, 0, 64064, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  732)  ('type_1'  'type_1')  ('type_1'  732)  (732  1127)  (732  1128)  (1128  732)]
0, 138, 8, 62317, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  916)  ('type_1'  'type_1')  ('type_1'  916)  (852  916)  (916  852)]
35, 58, 0, 62290, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  732)  ('type_1'  'type_1')  ('type_1'  732)  (732  1127)]
36, 38, 0, 61827, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  (1353  1354)  (1354  1353)]
0, 6, 0, 61760, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  916)  ('type_1'  'type_1')  ('type_1'  916)  (852  916)  (916  852)]
53, 4, 0, 61697, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  350)  ('type_1'  'type_1')  ('type_1'  350)  (350  516)  (516  700)  (700  516)]
43, 2, 0, 61686, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  129)  ('type_1'  'type_1')  ('type_1'  129)  (973  129)  (973  1012)  (1012  973)]
175, 2, 0, 61579, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  320)  ('type_0'  194)  ('type_1'  'type_1')  ('type_1'  320)  ('type_1'  194)  (194  611)  (611  194)  (611  320)  (320  611)]
1, 1, 0, 61552, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  852)  ('type_1'  'type_1')  ('type_1'  852)  (852  916)  (916  852)  (916  1432)  (1432  916)]
0, 2, 0, 61537, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  916)  ('type_1'  'type_1')  ('type_1'  916)  (852  916)  (916  852)]
