Percent of connections that are bidirected: 0.9583598219961856
rule_id, collapses, edges_approx, total_cost, rule_details
19, 36, 0, 71804, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  87)  ('type_1'  'type_1')  ('type_1'  87)  (87  861)  (87  1282)  (87  1289)  (87  1384)  (87  1490)  (861  87)  (1282  87)  (1289  87)  (1384  87)  (1490  87)]
11, 20, 0, 70112, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  317)  ('type_1'  'type_1')  ('type_1'  317)  (316  317)  (317  316)  (317  851)  (317  910)  (317  1583)  (851  317)  (910  317)  (1583  317)]
31, 12, 0, 69268, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  87)  ('type_1'  'type_1')  ('type_1'  87)  (87  306)  (87  484)  (87  1282)  (306  87)  (306  305)  (1282  87)  (305  306)]
9, 25, 0, 67744, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  317)  ('type_1'  'type_1')  ('type_1'  317)  (316  317)  (317  316)  (317  385)  (317  579)  (385  317)  (579  317)]
29, 12, 0, 67327, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  87)  ('type_1'  'type_1')  ('type_1'  87)  (87  484)  (87  1282)  (87  1320)  (1282  87)]
8, 49, 0, 65506, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  317)  ('type_1'  'type_1')  ('type_1'  317)  (316  317)  (317  316)  (317  321)  (321  317)]
2, 32, 0, 64331, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
28, 12, 0, 64060, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  87)  ('type_1'  'type_1')  ('type_1'  87)  (87  484)  (87  1282)  (1282  87)]
1, 150, 17, 62175, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
3, 54, 0, 62152, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1229)  ('type_1'  'type_1')  ('type_1'  1229)  (1229  1235)]
0, 38, 0, 61689, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  (138  139)  (139  138)]
66, 4, 0, 61626, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  11)  ('type_1'  'type_1')  ('type_1'  11)  (11  1451)  (1451  1452)  (1452  1451)]
1, 2, 0, 61611, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
234, 2, 0, 61600, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1040)  ('type_1'  'type_1')  ('type_1'  1040)  (800  1229)  (1229  800)  (1229  1040)]
105, 2, 0, 61493, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  499)  ('type_0'  715)  ('type_1'  'type_1')  ('type_1'  499)  ('type_1'  715)  (499  538)  (538  499)  (538  715)  (715  538)]
2, 1, 0, 61466, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
1, 2, 0, 61451, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
5, 2, 0, 61440, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1236)  ('type_1'  'type_1')  ('type_1'  1236)  (1229  1235)  (1235  1236)  (1236  1235)]
1, 5, 4, 61394, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
2, 4, 7, 61274, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
1, 1, 0, 61272, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
2, 5, 10, 61123, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
1, 3, 6, 61107, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
2, 1, 2, 61086, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
1, 4, 8, 61061, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
2, 1, 2, 61040, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
1, 3, 6, 61024, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
2, 2, 4, 60971, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
1, 9, 18, 60901, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
2, 2, 4, 60848, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
1, 1, 0, 60846, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
2, 2, 4, 60793, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
1, 1, 0, 60791, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
2, 2, 4, 60738, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
1, 3, 4, 60718, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
2, 1, 2, 60697, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
1, 8, 16, 60636, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
2, 1, 2, 60615, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
1, 1, 2, 60617, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
2, 2, 4, 60564, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
1, 13, 24, 60454, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
2, 2, 4, 60401, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
1, 21, 42, 60223, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
2, 1, 2, 60202, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
1, 7, 14, 60150, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
2, 1, 2, 60129, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
1, 4, 8, 60104, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
2, 1, 2, 60083, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
1, 61, 118, 59537, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
2, 1, 2, 59516, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
1, 14, 27, 59399, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
2, 1, 2, 59378, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
1, 18, 34, 59223, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
2, 1, 2, 59202, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
1, 62, 118, 58643, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
2, 1, 2, 58622, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
310, 1, 0, 58649, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  637)  ('type_1'  'type_1')  ('type_1'  78)  (1383  78)  (637  1383)]
1, 1, 2, 58651, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
105, 1, 2, 58606, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  499)  ('type_0'  715)  ('type_1'  'type_1')  ('type_1'  499)  ('type_1'  715)  (499  538)  (538  499)  (538  715)  (715  538)]
1, 45, 80, 58192, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
105, 1, 0, 58093, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  499)  ('type_0'  715)  ('type_1'  'type_1')  ('type_1'  499)  ('type_1'  715)  (499  538)  (538  499)  (538  715)  (715  538)]
1, 16, 37, 57970, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
2, 1, 4, 57955, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
1, 12, 46, 57902, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)]
2, 2, 8, 57861, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  624)  ('type_1'  'type_1')  ('type_1'  624)  (624  880)  (880  624)  (880  1341)  (1341  880)]
