Percent of connections that are bidirected: 0.9583598219961856
rule_id, collapses, edges_approx, total_cost, rule_details
40, 36, 0, 71804, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  414)  ('type_1'  'type_1')  ('type_1'  414)  (1  414)  (414  1)  (414  413)  (414  1096)  (414  1308)  (414  1484)  (413  414)  (1096  414)  (1308  414)  (1484  414)]
13, 20, 0, 70112, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  77)  ('type_1'  'type_1')  ('type_1'  77)  (77  633)  (77  944)  (77  1130)  (77  1239)  (633  77)  (944  77)  (1130  77)  (1239  77)]
48, 12, 0, 69268, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  373)  ('type_1'  'type_1')  ('type_1'  373)  (218  219)  (219  218)  (219  373)  (373  219)  (373  1182)  (373  1263)  (1263  373)]
7, 25, 0, 67744, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  77)  ('type_1'  'type_1')  ('type_1'  77)  (77  617)  (77  658)  (77  944)  (617  77)  (658  77)  (944  77)]
33, 12, 0, 67327, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2)  ('type_1'  'type_1')  ('type_1'  2)  (2  1)  (2  1473)  (2  1683)  (1473  2)]
5, 49, 0, 65506, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  753)  ('type_1'  'type_1')  ('type_1'  753)  (753  1176)  (753  1485)  (1176  753)  (1485  753)]
4, 34, 2, 64261, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  696)  ('type_1'  'type_1')  ('type_1'  696)  (696  794)  (794  696)  (794  1077)  (1077  794)]
6, 11, 0, 64016, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  77)  ('type_1'  'type_1')  ('type_1'  77)  (77  78)  (77  617)  (617  77)]
1, 147, 17, 62170, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
2, 53, 0, 62148, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  825)  ('type_1'  'type_1')  ('type_1'  825)  (825  826)]
0, 38, 0, 61685, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  (1589  1590)  (1590  1589)]
23, 4, 0, 61622, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  77)  ('type_1'  'type_1')  ('type_1'  77)  (77  78)  (78  348)  (348  78)]
4, 1, 0, 61595, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  696)  ('type_1'  'type_1')  ('type_1'  696)  (696  794)  (794  696)  (794  1077)  (1077  794)]
286, 2, 0, 61584, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  108)  ('type_1'  'type_1')  ('type_1'  108)  (1157  108)  (1157  1158)  (1158  1157)]
171, 2, 0, 61477, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  12)  ('type_0'  30)  ('type_1'  'type_1')  ('type_1'  12)  ('type_1'  30)  (12  261)  (261  12)  (261  30)  (30  261)]
4, 1, 0, 61450, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  696)  ('type_1'  'type_1')  ('type_1'  696)  (696  794)  (794  696)  (794  1077)  (1077  794)]
1, 9, 6, 61356, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
4, 4, 7, 61236, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  696)  ('type_1'  'type_1')  ('type_1'  696)  (696  794)  (794  696)  (794  1077)  (1077  794)]
1, 1, 0, 61234, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
4, 4, 8, 61117, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  696)  ('type_1'  'type_1')  ('type_1'  696)  (696  794)  (794  696)  (794  1077)  (1077  794)]
1, 1, 0, 61115, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
4, 5, 10, 60966, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  696)  ('type_1'  'type_1')  ('type_1'  696)  (696  794)  (794  696)  (794  1077)  (1077  794)]
1, 7, 14, 60914, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
4, 1, 2, 60893, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  696)  ('type_1'  'type_1')  ('type_1'  696)  (696  794)  (794  696)  (794  1077)  (1077  794)]
1, 3, 6, 60877, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
4, 4, 8, 60760, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  696)  ('type_1'  'type_1')  ('type_1'  696)  (696  794)  (794  696)  (794  1077)  (1077  794)]
1, 11, 22, 60672, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
4, 1, 2, 60651, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  696)  ('type_1'  'type_1')  ('type_1'  696)  (696  794)  (794  696)  (794  1077)  (1077  794)]
1, 10, 20, 60572, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
4, 1, 2, 60551, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  696)  ('type_1'  'type_1')  ('type_1'  696)  (696  794)  (794  696)  (794  1077)  (1077  794)]
1, 6, 12, 60508, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
171, 1, 0, 60409, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  12)  ('type_0'  30)  ('type_1'  'type_1')  ('type_1'  12)  ('type_1'  30)  (12  261)  (261  12)  (261  30)  (30  261)]
1, 6, 12, 60366, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
4, 2, 4, 60313, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  696)  ('type_1'  'type_1')  ('type_1'  696)  (696  794)  (794  696)  (794  1077)  (1077  794)]
1, 1, 0, 60311, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
4, 2, 4, 60258, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  696)  ('type_1'  'type_1')  ('type_1'  696)  (696  794)  (794  696)  (794  1077)  (1077  794)]
1, 7, 12, 60202, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
4, 1, 2, 60181, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  696)  ('type_1'  'type_1')  ('type_1'  696)  (696  794)  (794  696)  (794  1077)  (1077  794)]
1, 1, 2, 60183, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
4, 2, 4, 60130, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  696)  ('type_1'  'type_1')  ('type_1'  696)  (696  794)  (794  696)  (794  1077)  (1077  794)]
269, 1, 0, 60157, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  637)  ('type_1'  'type_1')  ('type_1'  78)  (1383  78)  (637  1383)]
1, 15, 28, 60029, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
4, 2, 4, 59976, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  696)  ('type_1'  'type_1')  ('type_1'  696)  (696  794)  (794  696)  (794  1077)  (1077  794)]
1, 31, 60, 59704, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
4, 1, 2, 59683, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  696)  ('type_1'  'type_1')  ('type_1'  696)  (696  794)  (794  696)  (794  1077)  (1077  794)]
1, 48, 94, 59258, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
171, 1, 2, 59213, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  12)  ('type_0'  30)  ('type_1'  'type_1')  ('type_1'  12)  ('type_1'  30)  (12  261)  (261  12)  (261  30)  (30  261)]
1, 53, 98, 58731, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
4, 2, 4, 58678, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  696)  ('type_1'  'type_1')  ('type_1'  696)  (696  794)  (794  696)  (794  1077)  (1077  794)]
1, 13, 24, 58568, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
4, 1, 1, 58544, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  696)  ('type_1'  'type_1')  ('type_1'  696)  (696  794)  (794  696)  (794  1077)  (1077  794)]
1, 47, 92, 58128, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
171, 1, 2, 58083, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  12)  ('type_0'  30)  ('type_1'  'type_1')  ('type_1'  12)  ('type_1'  30)  (12  261)  (261  12)  (261  30)  (30  261)]
1, 14, 26, 57964, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
4, 1, 2, 57943, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  696)  ('type_1'  'type_1')  ('type_1'  696)  (696  794)  (794  696)  (794  1077)  (1077  794)]
1, 23, 51, 57757, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
4, 1, 2, 57736, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  696)  ('type_1'  'type_1')  ('type_1'  696)  (696  794)  (794  696)  (794  1077)  (1077  794)]
1, 8, 16, 57675, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  196)  ('type_1'  'type_1')  ('type_1'  196)  (188  196)  (196  188)]
